0	0
0.0078125	0.00725036
0.015625	0.0206683
0.0234375	0.0333714
0.03125	0.045372
0.0390625	0.0566844
0.046875	0.0673247
0.0546875	0.0773106
0.0625	0.086661
0.0703125	0.0953961
0.078125	0.103537
0.0859375	0.111104
0.09375	0.11812
0.101562	0.124606
0.109375	0.130586
0.117188	0.136079
0.125	0.141109
0.132812	0.145696
0.140625	0.149861
0.148438	0.153624
0.15625	0.157004
0.164062	0.160019
0.171875	0.162687
0.179688	0.165024
0.1875	0.167046
0.195312	0.168767
0.203125	0.170201
0.210938	0.17136
0.21875	0.172256
0.226562	0.172898
0.234375	0.173297
0.242188	0.173461
0.25	0.173396
0.257812	0.17311
0.265625	0.172609
0.273438	0.171895
0.28125	0.170975
0.289062	0.169851
0.296875	0.168525
0.304688	0.166999
0.3125	0.165275
0.320312	0.163352
0.328125	0.161233
0.335938	0.158915
0.34375	0.156399
0.351562	0.153683
0.359375	0.150766
0.367188	0.147646
0.375	0.144322
0.382812	0.140792
0.390625	0.137053
0.398438	0.133104
0.40625	0.128942
0.414062	0.124564
0.421875	0.119969
0.429688	0.115155
0.4375	0.11012
0.445312	0.104861
0.453125	0.0993773
0.460938	0.0936675
0.46875	0.0877306
0.476562	0.0815657
0.484375	0.0751728
0.492188	0.0685519
0.5	0.0617037
0.507812	0.0546295
0.515625	0.0473312
0.523438	0.0398114
0.53125	0.0320734
0.539062	0.0241214
0.546875	0.0159604
0.554688	0.00759649
0.5625	-0.000963151
0.570312	-0.00971028
0.578125	-0.0186354
0.585938	-0.0277275
0.59375	-0.0369745
0.601562	-0.0463624
0.609375	-0.0558758
0.617188	-0.0654974
0.625	-0.0752081
0.632812	-0.084987
0.640625	-0.0948109
0.648438	-0.104655
0.65625	-0.114491
0.664062	-0.124289
0.671875	-0.134018
0.679688	-0.143643
0.6875	-0.153127
0.695312	-0.16243
0.703125	-0.171511
0.710938	-0.180326
0.71875	-0.188829
0.726562	-0.196971
0.734375	-0.204702
0.742188	-0.211972
0.75	-0.218726
0.757812	-0.224913
0.765625	-0.230479
0.773438	-0.23537
0.78125	-0.239533
0.789062	-0.24292
0.796875	-0.24548
0.804688	-0.247168
0.8125	-0.247944
0.820312	-0.247769
0.828125	-0.246614
0.835938	-0.244451
0.84375	-0.241265
0.851562	-0.237042
0.859375	-0.231783
0.867188	-0.225492
0.875	-0.218186
0.882812	-0.209889
0.890625	-0.200634
0.898438	-0.190466
0.90625	-0.179435
0.914062	-0.167601
0.921875	-0.155034
0.929688	-0.141806
0.9375	-0.127998
0.945312	-0.113697
0.953125	-0.0989902
0.960938	-0.0839703
0.96875	-0.0687302
0.976562	-0.0533635
0.984375	-0.0379625
0.992188	-0.0226178
1	0
