0.00390625		0.996094		89.0307
0.00390625		0.988281		-1.66764
0.00390625		0.980469		-23.5312
0.00390625		0.972656		-26.0955
0.00390625		0.964844		-23.8934
0.00390625		0.957031		-20.8916
0.00390625		0.949219		-18.1091
0.00390625		0.941406		-15.7534
0.00390625		0.933594		-13.8092
0.00390625		0.925781		-12.2099
0.00390625		0.917969		-10.8878
0.00390625		0.910156		-9.78605
0.00390625		0.902344		-8.86019
0.00390625		0.894531		-8.0759
0.00390625		0.886719		-7.40675
0.00390625		0.878906		-6.83223
0.00390625		0.871094		-6.33622
0.00390625		0.863281		-5.90593
0.00390625		0.855469		-5.53105
0.00390625		0.847656		-5.20321
0.00390625		0.839844		-4.9155
0.00390625		0.832031		-4.6622
0.00390625		0.824219		-4.43849
0.00390625		0.816406		-4.24034
0.00390625		0.808594		-4.0643
0.00390625		0.800781		-3.90743
0.00390625		0.792969		-3.76722
0.00390625		0.785156		-3.64147
0.00390625		0.777344		-3.52831
0.00390625		0.769531		-3.4261
0.00390625		0.761719		-3.33341
0.00390625		0.753906		-3.24901
0.00390625		0.746094		-3.1718
0.00390625		0.738281		-3.10083
0.00390625		0.730469		-3.03525
0.00390625		0.722656		-2.97433
0.00390625		0.714844		-2.91741
0.00390625		0.707031		-2.86393
0.00390625		0.699219		-2.81338
0.00390625		0.691406		-2.7653
0.00390625		0.683594		-2.71931
0.00390625		0.675781		-2.67505
0.00390625		0.667969		-2.63222
0.00390625		0.660156		-2.59055
0.00390625		0.652344		-2.54979
0.00390625		0.644531		-2.50974
0.00390625		0.636719		-2.47022
0.00390625		0.628906		-2.43106
0.00390625		0.621094		-2.39212
0.00390625		0.613281		-2.35328
0.00390625		0.605469		-2.31444
0.00390625		0.597656		-2.27551
0.00390625		0.589844		-2.23642
0.00390625		0.582031		-2.19711
0.00390625		0.574219		-2.15753
0.00390625		0.566406		-2.11763
0.00390625		0.558594		-2.07739
0.00390625		0.550781		-2.0368
0.00390625		0.542969		-1.99582
0.00390625		0.535156		-1.95447
0.00390625		0.527344		-1.91275
0.00390625		0.519531		-1.87065
0.00390625		0.511719		-1.8282
0.00390625		0.503906		-1.78541
0.00390625		0.496094		-1.7423
0.00390625		0.488281		-1.6989
0.00390625		0.480469		-1.65525
0.00390625		0.472656		-1.61136
0.00390625		0.464844		-1.56728
0.00390625		0.457031		-1.52305
0.00390625		0.449219		-1.47871
0.00390625		0.441406		-1.43429
0.00390625		0.433594		-1.38983
0.00390625		0.425781		-1.3454
0.00390625		0.417969		-1.30102
0.00390625		0.410156		-1.25674
0.00390625		0.402344		-1.21261
0.00390625		0.394531		-1.16867
0.00390625		0.386719		-1.12498
0.00390625		0.378906		-1.08157
0.00390625		0.371094		-1.03848
0.00390625		0.363281		-0.995776
0.00390625		0.355469		-0.953485
0.00390625		0.347656		-0.911655
0.00390625		0.339844		-0.870328
0.00390625		0.332031		-0.829544
0.00390625		0.324219		-0.789345
0.00390625		0.316406		-0.749768
0.00390625		0.308594		-0.710852
0.00390625		0.300781		-0.672634
0.00390625		0.292969		-0.63515
0.00390625		0.285156		-0.598434
0.00390625		0.277344		-0.562519
0.00390625		0.269531		-0.527439
0.00390625		0.261719		-0.493224
0.00390625		0.253906		-0.459905
0.00390625		0.246094		-0.427512
0.00390625		0.238281		-0.396073
0.00390625		0.230469		-0.365616
0.00390625		0.222656		-0.336168
0.00390625		0.214844		-0.307755
0.00390625		0.207031		-0.280405
0.00390625		0.199219		-0.254141
0.00390625		0.191406		-0.228989
0.00390625		0.183594		-0.204974
0.00390625		0.175781		-0.182121
0.00390625		0.167969		-0.160453
0.00390625		0.160156		-0.139996
0.00390625		0.152344		-0.120774
0.00390625		0.144531		-0.10281
0.00390625		0.136719		-0.0861287
0.00390625		0.128906		-0.0707539
0.00390625		0.121094		-0.0567084
0.00390625		0.113281		-0.0440141
0.00390625		0.105469		-0.0326911
0.00390625		0.0976562		-0.0227571
0.00390625		0.0898438		-0.0142256
0.00390625		0.0820312		-0.00710384
0.00390625		0.0742188		-0.00139044
0.00390625		0.0664062		0.00292927
0.00390625		0.0585938		0.0058891
0.00390625		0.0507812		0.0075507
0.00390625		0.0429688		0.00801606
0.00390625		0.0351562		0.00744494
0.00390625		0.0273438		0.00607887
0.00390625		0.0195312		0.00427111
0.00390625		0.0117188		0.0024917
0.00390625		0.00390625		0.00112019
0.0117188		0.996094		88.2605
0.0117188		0.988281		32.9479
0.0117188		0.980469		4.20033
0.0117188		0.972656		-7.56691
0.0117188		0.964844		-11.6386
0.0117188		0.957031		-12.5654
0.0117188		0.949219		-12.2568
0.0117188		0.941406		-11.5008
0.0117188		0.933594		-10.6246
0.0117188		0.925781		-9.76177
0.0117188		0.917969		-8.96296
0.0117188		0.910156		-8.24335
0.0117188		0.902344		-7.60316
0.0117188		0.894531		-7.03675
0.0117188		0.886719		-6.53661
0.0117188		0.878906		-6.09502
0.0117188		0.871094		-5.70482
0.0117188		0.863281		-5.35958
0.0117188		0.855469		-5.05363
0.0117188		0.847656		-4.78204
0.0117188		0.839844		-4.54052
0.0117188		0.832031		-4.32533
0.0117188		0.824219		-4.13323
0.0117188		0.816406		-3.96139
