1	1
0.992188	0.974361
0.984375	0.921594
0.976562	0.868596
0.96875	0.815894
0.960938	0.76398
0.953125	0.713288
0.945312	0.664176
0.9375	0.616931
0.929688	0.571765
0.921875	0.528823
0.914062	0.48819
0.90625	0.449896
0.898438	0.413926
0.890625	0.380225
0.882812	0.348711
0.875	0.319276
0.867188	0.291798
0.859375	0.266142
0.851562	0.24217
0.84375	0.219741
0.835938	0.198717
0.828125	0.178964
0.820312	0.160355
0.8125	0.142771
0.804688	0.126102
0.796875	0.110249
0.789062	0.0951218
0.78125	0.0806396
0.773438	0.0667317
0.765625	0.0533365
0.757812	0.040401
0.75	0.0278802
0.742188	0.0157365
0.734375	0.00393892
0.726562	-0.00753723
0.71875	-0.0187112
0.710938	-0.0295975
0.703125	-0.0402061
0.695312	-0.0505433
0.6875	-0.060612
0.679688	-0.0704125
0.671875	-0.0799425
0.664062	-0.0891978
0.65625	-0.0981725
0.648438	-0.10686
0.640625	-0.115251
0.632812	-0.123338
0.625	-0.131111
0.617188	-0.138561
0.609375	-0.14568
0.601562	-0.152457
0.59375	-0.158884
0.585938	-0.164954
0.578125	-0.17066
0.570312	-0.175994
0.5625	-0.180953
0.554688	-0.185531
0.546875	-0.189727
0.539062	-0.193538
0.53125	-0.196964
0.523438	-0.200007
0.515625	-0.202667
0.507812	-0.204949
0.5	-0.206858
0.492188	-0.2084
0.484375	-0.209582
0.476562	-0.210412
0.46875	-0.2109
0.460938	-0.211056
0.453125	-0.210892
0.445312	-0.21042
0.4375	-0.209652
0.429688	-0.208602
0.421875	-0.207283
0.414062	-0.205711
0.40625	-0.203899
0.398438	-0.201863
0.390625	-0.199616
0.382812	-0.197174
0.375	-0.194552
0.367188	-0.191763
0.359375	-0.188822
0.351562	-0.185743
0.34375	-0.182539
0.335938	-0.179222
0.328125	-0.175806
0.320312	-0.172302
0.3125	-0.16872
0.304688	-0.165072
0.296875	-0.161367
0.289062	-0.157614
0.28125	-0.153821
0.273438	-0.149996
0.265625	-0.146146
0.257812	-0.142276
0.25	-0.138392
0.242188	-0.134499
0.234375	-0.1306
0.226562	-0.126698
0.21875	-0.122795
0.210938	-0.118894
0.203125	-0.114995
0.195312	-0.111098
0.1875	-0.107204
0.179688	-0.10331
0.171875	-0.0994158
0.164062	-0.0955188
0.15625	-0.0916159
0.148438	-0.087704
0.140625	-0.0837789
0.132812	-0.0798361
0.125	-0.0758704
0.117188	-0.0718763
0.109375	-0.0678474
0.101562	-0.063777
0.09375	-0.0596578
0.0859375	-0.0554817
0.078125	-0.0512405
0.0703125	-0.0469248
0.0625	-0.0425251
0.0546875	-0.038031
0.046875	-0.0334314
0.0390625	-0.0287147
0.03125	-0.0238684
0.0234375	-0.0188792
0.015625	-0.013733
0.0078125	-0.00841478
0	0
