1		0.390274
2		0.254171
3		0.175551
4		0.136433
5		0.105793
6		0.0750736
7		0.051051
8		0.0362887
9		0.0276505
10		0.0204143
11		0.0139669
12		0.00951023
13		0.00621138
14		0.00412874
15		0.00287772
16		0.00196876
17		0.00132028
18		0.000884978
19		0.000586697
20		0.000384651
21		0.000269744
22		0.000188075
23		0.000122669
24		8.40034e-005
25		5.57851e-005
26		3.69803e-005
27		2.52046e-005
28		1.79087e-005
29		1.29837e-005
30		9.13718e-006
31		6.58475e-006
32		4.50367e-006
33		3.01071e-006
34		2.24538e-006
35		1.60245e-006
36		1.30971e-006
37		1.01948e-006
38		7.78108e-007
1		2.37614
2		1.22789
3		0.818111
4		0.607179
5		0.475925
6		0.384622
7		0.334203
8		0.29729
9		0.252345
10		0.222836
11		0.204829
12		0.178466
13		0.160269
14		0.148363
15		0.132483
16		0.118126
17		0.111396
18		0.0988678
19		0.0891965
20		0.0840504
21		0.074297
22		0.0684052
23		0.0633658
24		0.0572514
25		0.0521461
26		0.0487063
27		0.0440572
28		0.0399273
29		0.0377754
30		0.0335408
31		0.0308665
32		0.0285219
33		0.0245783
34		0.0213019
35		0.0168395
36		0.0117641
37		0.00749721
38		0.00434952
39		0.00230493
40		0.00141414
41		0.00106961
42		0.00104476
43		0.00094711
44		0.000646069
45		0.000475418
46		0.000416349
47		0.00029993
48		0.000183677
49		0.000130265
50		0.000108698
51		7.39797e-005
52		5.2747e-005
53		4.90595e-005
54		4.32651e-005
55		3.44006e-005
56		3.58676e-005
57		3.18048e-005
58		2.51195e-005
59		2.45357e-005
60		2.0275e-005
61		1.64041e-005
62		1.51388e-005
63		1.16617e-005
64		9.69419e-006
65		8.41456e-006
66		6.85311e-006
67		6.59633e-006
68		6.18116e-006
69		6.09753e-006
70		6.34792e-006
71		5.48088e-006
72		5.14085e-006
73		4.24196e-006
74		3.78386e-006
75		3.74633e-006
76		3.27204e-006
77		3.15251e-006
78		2.6716e-006
79		2.62126e-006
80		2.80574e-006
81		2.90797e-006
82		2.53389e-006
83		1.60265e-006
84		9.8848e-007
