0.00390625		0.00390625		1.66978e-005
0.00390625		0.0117188		5.0104e-005
0.00390625		0.0195312		8.35413e-005
0.00390625		0.0273438		0.000117031
0.00390625		0.0351562		0.000150595
0.00390625		0.0429688		0.000184254
0.00390625		0.0507812		0.000218029
0.00390625		0.0585938		0.000251942
0.00390625		0.0664062		0.000286013
0.00390625		0.0742188		0.000320265
0.00390625		0.0820312		0.000354719
0.00390625		0.0898438		0.000389397
0.00390625		0.0976562		0.000424321
0.00390625		0.105469		0.000459514
0.00390625		0.113281		0.000494997
0.00390625		0.121094		0.000530795
0.00390625		0.128906		0.00056693
0.00390625		0.136719		0.000603426
0.00390625		0.144531		0.000640305
0.00390625		0.152344		0.000677594
0.00390625		0.160156		0.000715314
0.00390625		0.167969		0.000753493
0.00390625		0.175781		0.000792154
0.00390625		0.183594		0.000831323
0.00390625		0.191406		0.000871028
0.00390625		0.199219		0.000911293
0.00390625		0.207031		0.000952147
0.00390625		0.214844		0.000993618
0.00390625		0.222656		0.00103573
0.00390625		0.230469		0.00107852
0.00390625		0.238281		0.00112202
0.00390625		0.246094		0.00116624
0.00390625		0.253906		0.00121124
0.00390625		0.261719		0.00125703
0.00390625		0.269531		0.00130365
0.00390625		0.277344		0.00135113
0.00390625		0.285156		0.00139952
0.00390625		0.292969		0.00144884
0.00390625		0.300781		0.00149913
0.00390625		0.308594		0.00155043
0.00390625		0.316406		0.00160279
0.00390625		0.324219		0.00165623
0.00390625		0.332031		0.0017108
0.00390625		0.339844		0.00176655
0.00390625		0.347656		0.00182353
0.00390625		0.355469		0.00188177
0.00390625		0.363281		0.00194132
0.00390625		0.371094		0.00200224
0.00390625		0.378906		0.00206458
0.00390625		0.386719		0.0021284
0.00390625		0.394531		0.00219375
0.00390625		0.402344		0.00226068
0.00390625		0.410156		0.00232927
0.00390625		0.417969		0.00239957
0.00390625		0.425781		0.00247166
0.00390625		0.433594		0.0025456
0.00390625		0.441406		0.00262147
0.00390625		0.449219		0.00269934
0.00390625		0.457031		0.00277931
0.00390625		0.464844		0.00286144
0.00390625		0.472656		0.00294584
0.00390625		0.480469		0.00303261
0.00390625		0.488281		0.00312183
0.00390625		0.496094		0.00321362
0.00390625		0.503906		0.00330808
0.00390625		0.511719		0.00340535
0.00390625		0.519531		0.00350554
0.00390625		0.527344		0.00360879
0.00390625		0.535156		0.00371524
0.00390625		0.542969		0.00382504
0.00390625		0.550781		0.00393835
0.00390625		0.558594		0.00405536
0.00390625		0.566406		0.00417623
0.00390625		0.574219		0.00430117
0.00390625		0.582031		0.00443039
0.00390625		0.589844		0.00456412
0.00390625		0.597656		0.00470261
0.00390625		0.605469		0.00484611
0.00390625		0.613281		0.00499491
0.00390625		0.621094		0.00514932
0.00390625		0.628906		0.00530967
0.00390625		0.636719		0.00547632
0.00390625		0.644531		0.00564967
0.00390625		0.652344		0.00583014
0.00390625		0.660156		0.00601819
0.00390625		0.667969		0.00621435
0.00390625		0.675781		0.00641916
0.00390625		0.683594		0.00663324
0.00390625		0.691406		0.00685727
0.00390625		0.699219		0.007092
0.00390625		0.707031		0.00733824
0.00390625		0.714844		0.00759692
0.00390625		0.722656		0.00786906
0.00390625		0.730469		0.00815579
0.00390625		0.738281		0.00845838
0.00390625		0.746094		0.00877827
0.00390625		0.753906		0.00911707
0.00390625		0.761719		0.00947661
0.00390625		0.769531		0.00985895
0.00390625		0.777344		0.0102665
0.00390625		0.785156		0.0107019
0.00390625		0.792969		0.0111683
0.00390625		0.800781		0.0116693
0.00390625		0.808594		0.0122091
0.00390625		0.816406		0.0127927
0.00390625		0.824219		0.0134258
0.00390625		0.832031		0.0141154
0.00390625		0.839844		0.0148696
0.00390625		0.847656		0.0156984
0.00390625		0.855469		0.0166138
0.00390625		0.863281		0.0176307
0.00390625		0.871094		0.0187677
0.00390625		0.878906		0.0200479
0.00390625		0.886719		0.021501
0.00390625		0.894531		0.0231657
0.00390625		0.902344		0.025093
0.00390625		0.910156		0.0273519
0.00390625		0.917969		0.0300379
0.00390625		0.925781		0.0332874
0.00390625		0.933594		0.0373019
0.00390625		0.941406		0.0423936
0.00390625		0.949219		0.0490732
0.00390625		0.957031		0.0582429
0.00390625		0.964844		0.0716673
0.00390625		0.972656		0.0933078
0.00390625		0.980469		0.133719
0.00390625		0.988281		0.22671
0.00390625		0.996094		0.499983
0.0117188		0.00390625		5.0083e-005
