0		0
0.0078125		0.250017
0.015625		0.386636
0.0234375		0.433115
0.03125		0.453304
0.0390625		0.464108
0.046875		0.470803
0.0546875		0.475371
0.0625		0.478694
0.0703125		0.481222
0.078125		0.483212
0.0859375		0.48482
0.09375		0.486145
0.101562		0.487257
0.109375		0.488203
0.117188		0.489018
0.125		0.489726
0.132812		0.490348
0.140625		0.490898
0.148438		0.491388
0.15625		0.491827
0.164062		0.492222
0.171875		0.49258
0.179688		0.492905
0.1875		0.493202
0.195312		0.493473
0.203125		0.493723
0.210938		0.493953
0.21875		0.494165
0.226562		0.494361
0.234375		0.494544
0.242188		0.494713
0.25		0.49487
0.257812		0.495017
0.265625		0.495153
0.273438		0.495281
0.28125		0.4954
0.289062		0.495512
0.296875		0.495616
0.304688		0.495714
0.3125		0.495805
0.320312		0.495891
0.328125		0.495971
0.335938		0.496046
0.34375		0.496115
0.351562		0.496181
0.359375		0.496241
0.367188		0.496298
0.375		0.49635
0.382812		0.496399
0.390625		0.496444
0.398438		0.496485
0.40625		0.496523
0.414062		0.496558
0.421875		0.496589
0.429688		0.496617
0.4375		0.496642
0.445312		0.496664
0.453125		0.496684
0.460938		0.4967
0.46875		0.496713
0.476562		0.496724
0.484375		0.496732
0.492188		0.496737
0.5		0.496739
0.507812		0.496739
0.515625		0.496736
0.523438		0.49673
0.53125		0.496721
0.539062		0.49671
0.546875		0.496695
0.554688		0.496678
0.5625		0.496658
0.570312		0.496635
0.578125		0.49661
0.585938		0.496581
0.59375		0.496549
0.601562		0.496513
0.609375		0.496475
0.617188		0.496432
0.625		0.496387
0.632812		0.496337
0.640625		0.496284
0.648438		0.496227
0.65625		0.496165
0.664062		0.4961
0.671875		0.496029
0.679688		0.495954
0.6875		0.495873
0.695312		0.495787
0.703125		0.495695
0.710938		0.495596
0.71875		0.495491
0.726562		0.495379
0.734375		0.495259
0.742188		0.495131
0.75		0.494994
0.757812		0.494846
0.765625		0.494688
0.773438		0.494519
0.78125		0.494336
0.789062		0.494139
0.796875		0.493926
0.804688		0.493696
0.8125		0.493446
0.820312		0.493174
0.828125		0.492877
0.835938		0.492551
0.84375		0.492193
0.851562		0.491797
0.859375		0.491358
0.867188		0.490868
0.875		0.490317
0.882812		0.489695
0.890625		0.488986
0.898438		0.488172
0.90625		0.487225
0.914062		0.486113
0.921875		0.484788
0.929688		0.48318
0.9375		0.48119
0.945312		0.478661
0.953125		0.475338
0.960938		0.47077
0.96875		0.464074
0.976562		0.453271
0.984375		0.433082
0.992188		0.386603
1		0
