1		3.83116
2		2.07045
3		1.41073
4		1.06334
5		0.847671
6		0.702089
7		0.598073
8		0.518946
9		0.455949
10		0.405545
11		0.364907
12		0.330376
13		0.300003
14		0.274297
15		0.252982
16		0.233641
17		0.215252
18		0.19954
19		0.186765
20		0.174443
21		0.162215
22		0.151899
23		0.143048
24		0.134061
25		0.125353
26		0.11774
27		0.110529
28		0.103397
29		0.0972427
30		0.0919054
31		0.0863138
32		0.0809032
33		0.0765058
34		0.0724403
35		0.0680094
36		0.0638507
37		0.0604288
38		0.0571121
39		0.0536087
40		0.0504936
41		0.0478837
42		0.0452696
43		0.0426146
44		0.0402407
45		0.0380465
46		0.035801
47		0.0336953
48		0.0318912
49		0.0300961
50		0.0281238
51		0.026058
52		0.0234956
53		0.0196967
54		0.0147999
55		0.00989643
56		0.00596905
57		0.00347524
58		0.0023505
59		0.00216349
60		0.00216086
61		0.00163289
62		0.00113428
63		0.00112057
64		0.00122272
65		0.000895024
66		0.000671369
67		0.000702179
68		0.000560072
69		0.000386228
70		0.000361806
71		0.000268908
72		0.000188603
73		0.000173042
74		0.000116765
75		9.2245e-005
76		8.08727e-005
77		5.4978e-005
78		5.19251e-005
79		3.87981e-005
80		3.19305e-005
81		2.84237e-005
82		2.09261e-005
83		1.95449e-005
84		1.43135e-005
85		1.32473e-005
86		9.96712e-006
87		8.82796e-006
88		7.09708e-006
89		6.31133e-006
90		5.45043e-006
91		4.9731e-006
92		4.72321e-006
93		4.50022e-006
94		4.47896e-006
95		4.29142e-006
96		4.18415e-006
97		3.78525e-006
98		3.3661e-006
99		2.86942e-006
100		2.39509e-006
101		2.0617e-006
102		1.71174e-006
103		1.56916e-006
104		1.30349e-006
105		1.18267e-006
106		8.90182e-007
